pid,jobs_completed_early,early_feedback_density,mean_gap_min,jobs_started_early,session_len_sum_early,session_len_max_early,jobs_exited_early,credit_mean_early,level_prog_mean_early,session_len_at_completion_mean,campaign_prog_mean,exit_rate_early,retention_7d,retention_14d,retention_30d,early_feedback_density_log
p10232,3,0.05,24.6833333333333,4,116,56,3,298.333333333333,0,38.3333333333333,0.0526315783333333,0.75,0,0,0,0.048790164169432
p10233,1,0.0166666666666667,,2,11,8,2,187,0.124905175,7,0.02631579,1,0,0,0,0.0165293019512106
p10234,1,0.0166666666666667,,2,42,40,1,150,0,38,0.02631579,0.5,0,0,0,0.0165293019512106
p10236,1,0.0166666666666667,,2,9,8,1,0,0,7,0.02631579,0.5,1,1,1,0.0165293019512106
p10237,1,0.0166666666666667,,2,7,7,2,241.5,0.30088973,7,0.02631579,1,0,0,0,0.0165293019512106
p10238,1,0.0166666666666667,,2,9,6,4,205,0.261570054,5,0.02631579,2,1,0,0,0.0165293019512106
p10239,1,0.0166666666666667,,2,11,10,2,259,0.29623665,10,0.02631579,1,0,0,0,0.0165293019512106
p1024,2,0.0333333333333333,28.95,3,45,35,3,228.666666666667,0.0881009666666667,22.5,0.039473685,1,0,0,0,0.0327898228229909
p10240,2,0.0333333333333333,15.6833333333333,3,20,12,4,190.25,0.112222438666667,14,0.02631579,1.33333333333333,1,1,1,0.0327898228229909
p10241,0,0,,1,0,0,1,2,0.1713038,,,1,0,0,0,0
p10242,1,0.0166666666666667,,2,10,8,2,218,0.18537712,8,0.02631579,1,0,0,0,0.0165293019512106
p10243,1,0.0166666666666667,,2,6,5,2,204.5,0.273783625,4.9225,0.02631579,1,1,1,1,0.0165293019512106
p10244,1,0.0166666666666667,,2,7,7,2,77.5,0.0081486795,7,0.02631579,1,1,1,1,0.0165293019512106
p10245,1,0.0166666666666667,,2,15,14,1,150,0,12,0.02631579,0.5,0,0,0,0.0165293019512106
p10246,0,0,,1,4,4,1,39,0.9887424,,,1,0,0,0,0
p10247,2,0.0333333333333333,44.6,2,10,8,2,375,0.5,30,0.039473685,1,1,1,1,0.0327898228229909
p10248,1,0.0166666666666667,,1,5,5,2,212.5,0.103474475,5,0.02631579,2,0,0,0,0.0165293019512106
p10249,1,0.0166666666666667,,2,8,7,2,181.5,0.05615488,7,0.02631579,1,0,0,0,0.0165293019512106
p1025,1,0.0166666666666667,,2,21,18,1,150,0,17,0.02631579,0.5,0,0,0,0.0165293019512106
p10250,1,0.0166666666666667,,2,11,10,1,50,0,9,0.02631579,0.5,1,1,0,0.0165293019512106
p10251,3,0.05,26.6583333333333,3,64,56,3,243.333333333333,0.333333333333333,40.3333333333333,0.0526315783333333,1,1,1,1,0.048790164169432
p10252,1,0.0166666666666667,,2,13,10,2,265.5,0.283058,9,0.02631579,1,1,1,1,0.0165293019512106
p10253,1,0.0166666666666667,,2,11,10,2,159.5,0.0364192425,10,0.02631579,1,0,0,0,0.0165293019512106
p10254,1,0.0166666666666667,,1,1,1,1,150,1,8,0.02631579,1,0,0,0,0.0165293019512106
p10255,1,0.0166666666666667,,2,0,0,1,150,1,6,0.02631579,0.5,0,0,0,0.0165293019512106
p10256,12,0.2,2.93787878787879,6,151.280000000001,39,6,8260.32948996292,0.0833333333333333,30.3333333333333,0.129561403322221,1,1,1,1,0.182321556793955
p10257,1,0.0166666666666667,,2,14,13,1,150,0,12,0.02631579,0.5,0,0,0,0.0165293019512106
p10259,2,0.0333333333333333,27.9833333333333,3,41,33,3,363.666666666667,0.333333333333333,21,0.039473685,1,1,0,0,0.0327898228229909
p1026,2,0.0333333333333333,44.1833333333333,2,11,9,2,292.5,0.5,31,0.039473685,1,1,1,1,0.0327898228229909
p10260,1,0.0166666666666667,,2,12,10,2,116,0.01563642,6,0.02631579,1,0,0,0,0.0165293019512106
p10261,1,0.0166666666666667,,2,9,8,2,165.5,0.05567013,8,0.02631579,1,1,1,1,0.0165293019512106
p10262,1,0.0166666666666667,,2,9,9,2,141.5,0.08817164,9,0.02631579,1,0,0,0,0.0165293019512106
p10263,1,0.0166666666666667,,2,11,10,2,156,0.06407342,10,0.02631579,1,0,0,0,0.0165293019512106
p10264,3,0.05,16.8083333333333,3,44,37,3,475,0.333333333333333,27,0.0526315783333333,1,0,0,0,0.048790164169432
p10265,3,0.05,20.2333333333333,4,95,46,3,475,0,31.3333333333333,0.0526315783333333,0.75,1,1,1,0.048790164169432
p10266,1,0.0166666666666667,,2,14,11,1,150,0,9,0.02631579,0.5,1,1,1,0.0165293019512106
p10268,1,0.0166666666666667,,2,10,9,2,172.5,0.107228605,9,0.02631579,1,1,1,0,0.0165293019512106
p10269,1,0.0166666666666667,,2,9,8,1,150,0,7,0.02631579,0.5,1,1,1,0.0165293019512106
p1027,3,0.05,19.6,4,91,44,4,551,0.0662232575,30,0.0526315783333333,1,1,1,0,0.048790164169432
p10272,1,0.0166666666666667,,2,9,8,1,150,0,8,0.02631579,0.5,1,1,1,0.0165293019512106
p10273,1,0.0166666666666667,,2,12,10,1,150,0,9,0.02631579,0.5,1,0,0,0.0165293019512106
p10274,1,0.0166666666666667,,1,2,2,1,60,1,7,0.02631579,1,0,0,0,0.0165293019512106
p10275,2,0.0333333333333333,8.25,1,24,24,2,3300.0005,0.5,28,0.129561403322221,2,1,1,0,0.0327898228229909
p10276,1,0.0166666666666667,,2,15,14,1,60,0,14,0.02631579,0.5,1,1,1,0.0165293019512106
p10277,2,0.0333333333333333,5.86666666666667,3,23,14,2,90,0,10,0.013157895,0.666666666666667,0,0,0,0.0327898228229909
p10278,1,0.0166666666666667,,2,0,0,2,82.5,0.53949643,5,0.02631579,1,0,0,0,0.0165293019512106
p10279,1,0.0166666666666667,,1,9,9,1,150,0,9,0.02631579,1,1,0,0,0.0165293019512106
p1028,0,0,,1,1,1,1,8,0.23114906,,,1,1,1,1,0
p10280,3,0.05,23.425,4,115,57,3,381.666666666667,0,36.3333333333333,0.0526315783333333,0.75,1,1,1,0.048790164169432
p10281,0,0,,1,0,0,1,11,0.27981696,,,1,0,0,0,0
p10282,2,0.0333333333333333,48.95,2,6,5,3,250,0.333333333333333,29,0.039473685,1.5,1,1,1,0.0327898228229909
p10283,1,0.0166666666666667,,2,14,11,1,150,0,10,0.02631579,0.5,1,1,1,0.0165293019512106
p10284,1,0.0166666666666667,,2,8,7,2,267,0.320673,6,0.02631579,1,1,1,0,0.0165293019512106
p10285,3,0.05,18.8916666666667,4,99,46,3,475,0,32.3333333333333,0.0526315783333333,0.75,0,0,0,0.048790164169432
p10286,1,0.0166666666666667,,2,8,7,2,142.5,0.113948265,7,0.02631579,1,0,0,0,0.0165293019512106
p10287,1,0.0166666666666667,,2,17,14,1,150,0,11,0.02631579,0.5,0,0,0,0.0165293019512106
p10288,1,0.0166666666666667,,2,15,12,1,150,0,11,0.02631579,0.5,1,0,0,0.0165293019512106
p10289,1,0.0166666666666667,,2,11,9,2,170,0.094215295,8,0.02631579,1,0,0,0,0.0165293019512106
p1029,1,0.0166666666666667,,2,45,44,1,150,0,36,0.02631579,0.5,1,1,1,0.0165293019512106
p10290,2,0.0333333333333333,43.4666666666667,3,65,53,2,375,0,30.5,0.039473685,0.666666666666667,1,1,1,0.0327898228229909
p10291,0,0,,1,1,1,1,98.5,0.29696742,,,1,1,1,1,0
p10292,1,0.0166666666666667,,1,1,1,1,150,1,7,0.02631579,1,1,1,0,0.0165293019512106
p10293,1,0.0166666666666667,,3,11,8,3,126.333333333333,0.035558308,7,0.02631579,1,0,0,0,0.0165293019512106
p10294,2,0.0333333333333333,41.25,3,63,51,2,375,0,29.5,0.039473685,0.666666666666667,0,0,0,0.0327898228229909
p10295,3,0.05,20.8166666666667,4,101,48,3,458.333333333333,0,33,0.0526315783333333,0.75,1,1,1,0.048790164169432
p10296,1,0.0166666666666667,,2,9,8,1,150,0,8,0.02631579,0.5,0,0,0,0.0165293019512106
p10297,3,0.05,20.9166666666667,4,107,49,4,417.75,0.050185155,34.3333333333333,0.0526315783333333,1,1,1,0,0.048790164169432
p10298,3,0.05,23.9333333333333,4,116,55,3,475,0,38.3333333333333,0.0526315783333333,0.75,0,0,0,0.048790164169432
p10299,3,0.05,22.8666666666667,4,115,54,3,415,0,37,0.0526315783333333,0.75,1,1,0,0.048790164169432
p103,0,0,,1,0,0,0,,,,,0,1,0,0,0
p1030,1,0.0166666666666667,,2,12,11,1,60,0,9,0.02631579,0.5,1,1,1,0.0165293019512106
p10300,1,0.0166666666666667,,2,17,13,2,169.5,0.086653605,13,0.02631579,1,0,0,0,0.0165293019512106
p10301,1,0.0166666666666667,,2,14,13,2,156,0.0084633995,13,0.02631579,1,1,1,1,0.0165293019512106
p10303,1,0.0166666666666667,,2,11,10,2,28.15625,0.12091652,8,0,1,1,1,1,0.0165293019512106
p10304,1,0.0166666666666667,,1,1,1,0,,,6,0.02631579,0,0,0,0,0.0165293019512106
p10305,1,0.0166666666666667,,2,6,5,2,173,0.060925547,5,0.02631579,1,0,0,0,0.0165293019512106
p10306,0,0,,1,1,1,1,5,0.17265819,,,1,1,1,1,0
p10307,2,0.0333333333333333,12.2833333333333,3,25,17,4,206.75,0.216630905,13,0.039473685,1.33333333333333,0,0,0,0.0327898228229909
p10308,3,0.05,22.3083333333333,4,107,52,3,385,0,34.3333333333333,0.0526315783333333,0.75,1,0,0,0.048790164169432
p10309,1,0.0166666666666667,,2,10,8,1,150,0,8,0.02631579,0.5,0,0,0,0.0165293019512106
p1031,1,0.0166666666666667,,1,2,2,0,,,11,0.02631579,0,1,1,1,0.0165293019512106
p10311,0,0,,1,2,2,0,,,,,0,1,1,1,0
p10312,2,0.0333333333333333,27.0833333333333,2,9,7,2,285,0.5,20.5,0.039473685,1,0,0,0,0.0327898228229909
p10313,0,0,,1,7,7,1,20,0.54951555,,,1,0,0,0,0
p10314,1,0.0166666666666667,,1,12,12,1,150,0,12,0.02631579,1,0,0,0,0.0165293019512106
p10315,1,0.0166666666666667,,2,11,10,2,146.75,0.059089407,9,0.02631579,1,0,0,0,0.0165293019512106
p10318,3,0.05,23.55,4,118,56,3,475,0,38,0.0526315783333333,0.75,1,1,1,0.048790164169432
p10319,1,0.0166666666666667,,2,13,11,1,150,0,11,0.02631579,0.5,1,1,0,0.0165293019512106
p1032,0,0,,1,3,3,1,14,0.585451,,,1,0,0,0,0
p10320,3,0.05,20.5,4,110,49,3,475,0,34.3333333333333,0.0526315783333333,0.75,1,0,0,0.048790164169432
p10321,1,0.0166666666666667,,2,10,9,1,150,0,9,0.02631579,0.5,1,0,0,0.0165293019512106
p10322,1,0.0166666666666667,,2,13,12,2,228,0.24128625,12,0.02631579,1,1,1,0,0.0165293019512106
p10323,1,0.0166666666666667,,2,8,8,2,153,0.018237373,7,0.02631579,1,0,0,0,0.0165293019512106
p10324,1,0.0166666666666667,,2,10,9,2,205.5,0.11242482,9,0.02631579,1,1,0,0,0.0165293019512106
p10325,1,0.0166666666666667,,2,9,8,1,15,,8,0,0.5,0,0,0,0.0165293019512106
p10326,1,0.0166666666666667,,2,6,5,2,258.5,0.29450175,5,0.02631579,1,0,0,0,0.0165293019512106
p10328,1,0.0166666666666667,,2,45,26,1,15,,26,0,0.5,1,0,0,0.0165293019512106
p1033,0,0,,1,2,2,1,31,0.77500826,,,1,0,0,0,0
p10330,1,0.0166666666666667,,2,10,9,2,189.5,0.3263326,8,0.02631579,1,1,1,1,0.0165293019512106
p10331,2,0.0333333333333333,39.6833333333333,2,6,6,2,375,0.5,25.5,0.039473685,1,0,0,0,0.0327898228229909
p10332,1,0.0166666666666667,,2,8,7,1,150,0,7,0.02631579,0.5,0,0,0,0.0165293019512106
p10333,1,0.0166666666666667,,2,8,7,2,207,0.14109615,7,0.02631579,1,0,0,0,0.0165293019512106
p10334,38,0.633333333333333,1.37477477477478,6,151.280000000001,52,6,8260.32948996292,0,31.1315789473684,0.129561403322221,0.973684210526316,0,0,0,0.490622916448471
p10335,2,0.0333333333333333,40.85,3,56,48,3,416.666666666667,0,26.5,0.039473685,1,1,1,1,0.0327898228229909
p10336,2,0.0333333333333333,48.25,3,71,59,2,355,0,34,0.039473685,0.666666666666667,0,0,0,0.0327898228229909
p10337,3,0.05,20.2083333333333,4,101,47,4,530,0.0271268,31.6666666666667,0.0526315783333333,1,1,1,1,0.048790164169432
p10338,2,0.0333333333333333,44.6666666666667,2,8,7,2,197.5,0.5,28.5,0.039473685,1,0,0,0,0.0327898228229909
p10339,0,0,,1,1,1,1,0,0.019631144,,,1,1,1,1,0
p10341,1,0.0166666666666667,,2,10,9,1,150,0,9,0.02631579,0.5,1,1,0,0.0165293019512106
p10342,3,0.05,18.9083333333333,4,67,45,4,342.5,0.05278325,22,0.0526315783333333,1,1,1,0,0.048790164169432
p10343,3,0.05,18.15,4,102,46,3,475,0,32,0.0526315783333333,0.75,1,1,1,0.048790164169432
p10344,3,0.05,19.8916666666667,4,92,45,4,531.25,0.0255104675,30.6666666666667,0.0526315783333333,1,1,1,0,0.048790164169432
p10345,4,0.0666666666666667,17.1,4,110,52,3,415,0,41.25,0.059210525,0.75,1,1,1,0.0645385211375712
p10346,1,0.0166666666666667,,2,12,11,2,150.5,0.0073665265,10,0.02631579,1,0,0,0,0.0165293019512106
p10347,2,0.0333333333333333,44.9166666666667,2,8,7,1,150,0,28.5,0.039473685,0.5,1,1,0,0.0327898228229909
p10348,1,0.0166666666666667,,2,7,6,2,155,0.0205791015,6,0.02631579,1,1,1,0,0.0165293019512106
p10349,3,0.05,21.8583333333333,4,132,57,3,290,0,41,0.0526315783333333,0.75,1,0,0,0.048790164169432
p1035,3,0.05,21.75,3,52,46,3,458.333333333333,0.333333333333333,32.6666666666667,0.0526315783333333,1,0,0,0,0.048790164169432
p10350,42,0.7,1.30691056910569,6,151.280000000001,53,6,8260.32948996292,0.06565595675,26.9285714285714,0.129561403322221,1.02380952380952,1,0,0,0.53062825106217
p10351,1,0.0166666666666667,,1,2,2,1,150,1,7,0.02631579,1,1,1,1,0.0165293019512106
p10353,1,0.0166666666666667,,2,18,17,2,156,0.008480005,16,0.02631579,1,1,1,0,0.0165293019512106
p10354,1,0.0166666666666667,,2,7,6,2,313.5,0.422897,6,0.02631579,1,0,0,0,0.0165293019512106
p10355,0,0,,1,2,2,0,,,,,0,0,0,0,0
p10356,1,0.0166666666666667,,2,7,6,2,169.5,0.102640495,6,0.02631579,1,0,0,0,0.0165293019512106
p10358,1,0.0166666666666667,,2,13,11,2,154,0.04484042,10,0.02631579,1,1,1,0,0.0165293019512106
p10359,1,0.0166666666666667,,1,1,1,1,150,1,10,0.02631579,1,1,1,1,0.0165293019512106
p10360,1,0.0166666666666667,,2,10,9,2,175,0.06706095,9,0.02631579,1,1,1,1,0.0165293019512106
p10361,1,0.0166666666666667,,2,6,5,3,193.333333333333,0.118587091666667,4.9225,0.02631579,1.5,1,1,1,0.0165293019512106
p10362,1,0.0166666666666667,,2,18,16,1,0,0,15,0.02631579,0.5,0,0,0,0.0165293019512106
p10363,0,0,,1,1,1,1,10,0.27266797,,,1,0,0,0,0
p10364,1,0.0166666666666667,,2,11,10,1,150,0,9,0.02631579,0.5,0,0,0,0.0165293019512106
p10365,1,0.0166666666666667,,2,28,27,1,150,0,9,0.02631579,0.5,1,0,0,0.0165293019512106
p10366,1,0.0166666666666667,,2,18,16,1,150,0,7,0.02631579,0.5,0,0,0,0.0165293019512106
p10367,1,0.0166666666666667,,2,9,7,2,301.5,0.385187925,7,0.02631579,1,1,1,1,0.0165293019512106
p10368,1,0.0166666666666667,,2,5,5,2,752.5,0.43451333,4.9225,0.078947365,1,1,1,1,0.0165293019512106
p10369,0,0,,1,0,0,0,,,,,0,1,1,1,0
p1037,1,0.0166666666666667,,2,7,7,2,152,0.0174190125,6,0.02631579,1,1,0,0,0.0165293019512106
p10370,3,0.05,25.25,4,125,59,3,431.666666666667,0,41,0.0526315783333333,0.75,0,0,0,0.048790164169432
p10371,1,0.0166666666666667,,2,10,8,2,243,0.311695875,8,0.02631579,1,1,1,1,0.0165293019512106
p10372,1,0.0166666666666667,,2,12,11,1,135,0,10,0.02631579,0.5,1,1,1,0.0165293019512106
p10373,3,0.05,15.3,4,75,35,3,475,0,24.3333333333333,0.0526315783333333,0.75,1,1,1,0.048790164169432
p10374,1,0.0166666666666667,,2,29,26,1,150,0,26,0.02631579,0.5,1,1,0,0.0165293019512106
p10375,1,0.0166666666666667,,2,13,11,1,150,0,10,0.02631579,0.5,0,0,0,0.0165293019512106
p10376,1,0.0166666666666667,,2,10,9,1,60,0,8,0.02631579,0.5,1,1,1,0.0165293019512106
p10378,1,0.0166666666666667,,2,14,13,1,75,0,11,0.02631579,0.5,1,1,1,0.0165293019512106
p10379,6,0.1,5.68333333333333,6,131,33,6,113.3333865,0.166666666666667,26.6666666666667,0.0921052625,1,1,1,1,0.0953101798043249
p1038,1,0.0166666666666667,,2,13,10,2,156,0.0264011865,10,0.02631579,1,0,0,0,0.0165293019512106
p10380,1,0.0166666666666667,,3,15,11,3,155.5,0.16652761,11,0.02631579,1,0,0,0,0.0165293019512106
p10381,1,0.0166666666666667,,2,6,6,2,247.5,0.28970245,6,0.02631579,1,0,0,0,0.0165293019512106
p10382,0,0,,1,2,2,1,0,0.039846297,,,1,0,0,0,0
p10383,1,0.0166666666666667,,2,17,13,2,117,0.370929,12,0.02631579,1,0,0,0,0.0165293019512106
p10384,1,0.0166666666666667,,2,9,8,2,178.5,0.14138116,8,0.02631579,1,0,0,0,0.0165293019512106
p10385,3,0.05,22.25,4,109,51,3,416.666666666667,0,35,0.0526315783333333,0.75,1,1,1,0.048790164169432
p10386,1,0.0166666666666667,,2,8,7,2,190.5,0.124261505,6,0.02631579,1,0,0,0,0.0165293019512106
p10387,1,0.0166666666666667,,2,9,8,1,150,0,6,0.02631579,0.5,0,0,0,0.0165293019512106
p10388,3,0.05,21.9583333333333,4,114,52,3,385,0,36.3333333333333,0.0526315783333333,0.75,1,1,1,0.048790164169432
p10389,3,0.05,23.5666666666667,4,109,53,4,527.5,0.0287274215,36.3333333333333,0.0526315783333333,1,0,0,0,0.048790164169432
p1039,0,0,,1,1,1,1,7,0.13776913,,,1,1,0,0,0
p10390,1,0.0166666666666667,,2,10,9,1,150,0,8,0.02631579,0.5,1,0,0,0.0165293019512106
p10391,3,0.05,22.3166666666667,5,151.280000000001,50,5,420.6,0.0631614625,33.3333333333333,0.0526315783333333,1,0,0,0,0.048790164169432
p10392,3,0.05,25.6916666666667,3,65,56,2,375,0,40.6666666666667,0.0526315783333333,0.666666666666667,1,1,1,0.048790164169432
p10393,2,0.0333333333333333,42.4666666666667,2,9,8,2,375,0.5,27.5,0.039473685,1,1,1,1,0.0327898228229909
p10394,3,0.05,18.275,4,88,42,3,448.333333333333,0,28.6666666666667,0.0526315783333333,0.75,1,1,1,0.048790164169432
p10395,1,0.0166666666666667,,1,5,5,1,150,1,10,0.02631579,1,1,1,0,0.0165293019512106
p10396,1,0.0166666666666667,,2,18,14,1,85,0,12,0.02631579,0.5,1,1,1,0.0165293019512106
p10397,3,0.05,24.4333333333333,5,151.280000000001,56,4,450,0,36.3333333333333,0.0526315783333333,0.8,0,0,0,0.048790164169432
p10398,0,0,,1,0,0,1,16,0.5444447,,,1,1,1,1,0
p10399,1,0.0166666666666667,,2,8,8,2,153,0.005858255,8,0.02631579,1,1,1,0,0.0165293019512106
p104,0,0,,1,1,1,1,2,0.09406585,,,1,0,0,0,0
p1040,1,0.0166666666666667,,2,19,17,1,15,,16,0,0.5,0,0,0,0.0165293019512106
p10400,0,0,,1,1,1,1,0,0.04708892,,,1,0,0,0,0
p10401,1,0.0166666666666667,,2,11,10,1,150,0,9,0.02631579,0.5,0,0,0,0.0165293019512106
p10402,2,0.0333333333333333,47.4166666666667,3,69,57,2,362.5,0,33,0.039473685,0.666666666666667,0,0,0,0.0327898228229909
p10403,1,0.0166666666666667,,2,16,16,1,15,,15,0,0.5,1,1,1,0.0165293019512106
p10404,1,0.0166666666666667,,2,16,14,1,150,0,14,0.02631579,0.5,0,0,0,0.0165293019512106
p10405,3,0.05,17.9416666666667,4,91,42,4,450,0.0005427951,29.3333333333333,0.0526315783333333,1,1,1,1,0.048790164169432
p10406,1,0.0166666666666667,,2,11,9,1,150,0,9,0.02631579,0.5,1,1,1,0.0165293019512106
p10407,1,0.0166666666666667,,2,24,15,1,150,0,15,0.02631579,0.5,1,0,0,0.0165293019512106
p10408,3,0.05,24.6,4,123,58,3,475,0,40.3333333333333,0.0526315783333333,0.75,0,0,0,0.048790164169432
p10409,2,0.0333333333333333,47.7333333333333,2,12,10,1,150,0,34,0.039473685,0.5,0,0,0,0.0327898228229909
p1041,4,0.0666666666666667,16.7111111111111,4,81,57,3,265,0,34.75,0.03947368375,0.75,0,0,0,0.0645385211375712
p10411,1,0.0166666666666667,,2,21,14,2,233.5,0.2790635,13,0.02631579,1,1,1,1,0.0165293019512106
p10412,1,0.0166666666666667,,2,8,7,2,281.5,0.36414957,7,0.02631579,1,1,1,1,0.0165293019512106
p10413,3,0.05,24.7416666666667,4,118,57,3,475,0,39.3333333333333,0.0526315783333333,0.75,1,1,1,0.048790164169432
p10414,1,0.0166666666666667,,2,10,10,1,150,0,10,0.02631579,0.5,0,0,0,0.0165293019512106
p10415,1,0.0166666666666667,,2,8,6,2,216.5,0.194444135,6,0.02631579,1,1,1,0,0.0165293019512106
p10416,1,0.0166666666666667,,2,12,10,2,184.5,0.12940064,9,0.02631579,1,1,1,1,0.0165293019512106
p10417,1,0.0166666666666667,,2,8,7,2,151.5,0.01621195,7,0.02631579,1,0,0,0,0.0165293019512106
p10418,1,0.0166666666666667,,2,10,9,1,10,0,8,0.02631579,0.5,0,0,0,0.0165293019512106
p10419,1,0.0166666666666667,,2,64,37,1,150,0,37,0.02631579,0.5,1,1,0,0.0165293019512106
p1042,1,0.0166666666666667,,2,9,8,2,102,0.100377255,8,0.02631579,1,0,0,0,0.0165293019512106
p10420,1,0.0166666666666667,,2,6,6,2,174.5,0.13732487,5,0.02631579,1,0,0,0,0.0165293019512106
p10421,4,0.0666666666666667,7.83333333333333,5,7,4,5,1205.75,0.841680266666667,4.9225,0.129561403322221,1,0,0,0,0.0645385211375712
p10422,1,0.0166666666666667,,2,5,5,1,150,0,5,0.02631579,0.5,0,0,0,0.0165293019512106
p10423,1,0.0166666666666667,,1,2,2,1,150,1,11,0.02631579,1,1,0,0,0.0165293019512106
p10424,1,0.0166666666666667,,2,13,11,1,150,0,9,0.02631579,0.5,0,0,0,0.0165293019512106
p10425,2,0.0333333333333333,47.35,2,7,7,2,375,0.5,30.5,0.039473685,1,1,1,1,0.0327898228229909
p10426,1,0.0166666666666667,,1,1,1,0,,,26,0.02631579,0,0,0,0,0.0165293019512106
p10427,1,0.0166666666666667,,1,1,1,1,15,1,13,0,1,0,0,0,0.0165293019512106
p10428,4,0.0666666666666667,16.8555555555556,5,53,37,4,528.75,0.25,21.5,0.059210525,0.8,0,0,0,0.0645385211375712
p1043,1,0.0166666666666667,,2,13,12,1,150,0,11,0.02631579,0.5,0,0,0,0.0165293019512106
p10430,1,0.0166666666666667,,2,9,9,2,10,0.0022298735,9,0.02631579,1,1,1,1,0.0165293019512106
p10431,1,0.0166666666666667,,2,12,10,2,254.5,0.37430365,9,0.02631579,1,1,1,0,0.0165293019512106
p10432,3,0.05,9.75833333333333,6,99,28,5,220.4,0,18.3333333333333,0.04385965,0.833333333333333,1,0,0,0.048790164169432
p10433,1,0.0166666666666667,,2,6,5,2,194.5,0.081166305,5,0.02631579,1,0,0,0,0.0165293019512106
p10434,1,0.0166666666666667,,2,8,7,1,150,0,6,0.02631579,0.5,1,1,1,0.0165293019512106
p10435,1,0.0166666666666667,,2,14,13,2,95.5,0.06320168,12,0.02631579,1,1,1,0,0.0165293019512106
p10436,1,0.0166666666666667,,2,11,10,1,150,0,8,0.02631579,0.5,1,1,0,0.0165293019512106
p10437,1,0.0166666666666667,,2,10,9,1,150,0,8,0.02631579,0.5,1,1,1,0.0165293019512106
p10438,1,0.0166666666666667,,4,47,20,5,119.2,0.111105483333333,6,0.02631579,1.25,1,1,1,0.0165293019512106
p10439,1,0.0166666666666667,,2,14,10,2,150,0,10,0.02631579,1,1,0,0,0.0165293019512106
p1044,1,0.0166666666666667,,2,15,13,1,150,0,12,0.02631579,0.5,0,0,0,0.0165293019512106
p10440,1,0.0166666666666667,,2,13,12,1,150,,10,0.02631579,0.5,0,0,0,0.0165293019512106
p10441,1,0.0166666666666667,,2,9,8,2,156,0.0082876615,8,0.02631579,1,1,1,1,0.0165293019512106
p10442,1,0.0166666666666667,,2,13,10,1,150,0,9,0.02631579,0.5,1,1,1,0.0165293019512106
p10443,1,0.0166666666666667,,2,10,9,1,150,0,9,0.02631579,0.5,1,1,1,0.0165293019512106
p10444,1,0.0166666666666667,,1,2,2,1,8260.32948996292,1,4.9225,0.02631579,1,0,0,0,0.0165293019512106
p10445,3,0.05,23.4666666666667,4,73,53,3,288.333333333333,0,23.3333333333333,0.03508772,0.75,1,1,1,0.048790164169432
p10446,1,0.0166666666666667,,2,12,10,1,150,0,10,0.02631579,0.5,1,1,1,0.0165293019512106
p10448,1,0.0166666666666667,,2,13,12,2,196.5,0.18062943,11,0.02631579,1,1,1,1,0.0165293019512106
p10449,1,0.0166666666666667,,2,9,8,1,150,0,7,0.02631579,0.5,1,1,1,0.0165293019512106
p10450,3,0.05,23.5333333333333,4,111,54,3,475,0,36.3333333333333,0.0526315783333333,0.75,1,0,0,0.048790164169432
p10451,3,0.05,24.3916666666667,4,107,56,4,381.25,0.1508556,35.6666666666667,0.0526315783333333,1,1,1,1,0.048790164169432
p10452,1,0.0166666666666667,,2,15,11,1,150,0,10,0.02631579,0.5,1,1,1,0.0165293019512106
p10453,2,0.0333333333333333,48.8666666666667,2,15,11,1,150,0,34.5,0.039473685,0.5,1,1,1,0.0327898228229909
p10455,1,0.0166666666666667,,2,9,7,2,174,0.04598525,6,0.02631579,1,1,1,1,0.0165293019512106
p10456,1,0.0166666666666667,,2,9,7,2,183,0.071065195,6,0.02631579,1,1,1,1,0.0165293019512106
p10457,1,0.0166666666666667,,2,12,11,2,180.5,0.13849126,10,0.02631579,1,0,0,0,0.0165293019512106
p10459,0,0,,1,2,2,1,18,0.026393311,,,1,0,0,0,0
p10460,2,0.0333333333333333,30.1666666666667,2,5,5,2,375,0.5,20,0.039473685,1,1,1,1,0.0327898228229909
p10461,1,0.0166666666666667,,2,9,7,2,319.5,0.43451357,7,0.02631579,1,1,0,0,0.0165293019512106
p10462,11,0.183333333333333,2.68666666666667,6,151.280000000001,33,6,8260.32948996292,0.111111111111111,21.2727272727273,0.122009568636364,1,0,0,0,0.168335314819215
p10463,1,0.0166666666666667,,2,13,12,1,15,,11,0,0.5,1,1,0,0.0165293019512106
p10464,1,0.0166666666666667,,2,7,6,2,212,0.2206814,6,0.02631579,1,0,0,0,0.0165293019512106
p10465,1,0.0166666666666667,,2,7,6,2,175,0.09074031,6,0.02631579,1,0,0,0,0.0165293019512106
p10467,1,0.0166666666666667,,2,9,9,1,60,0,8,0.02631579,0.5,0,0,0,0.0165293019512106
p10468,1,0.0166666666666667,,2,10,9,2,144.5,0.07111072,9,0.02631579,1,0,0,0,0.0165293019512106
p10469,1,0.0166666666666667,,2,9,8,2,142.5,0.02186977,7,0.02631579,1,1,1,1,0.0165293019512106
p1047,3,0.05,24.5333333333333,3,61,53,3,475,0.333333333333333,37.6666666666667,0.0526315783333333,1,1,1,1,0.048790164169432
p10470,1,0.0166666666666667,,2,16,12,2,170,0.06221173,12,0.02631579,1,0,0,0,0.0165293019512106
p10471,3,0.05,23.3333333333333,3,31,18,2,90,0,29.3333333333333,0.02631579,0.666666666666667,1,1,0,0.048790164169432
